"Date (+01)","Instrument","Order ID","Side","Type","Total","Executed","Price","Status"
"2018-02-15 5:54:50","BCN/BTC","17313578248","sell","limit","5000","100","0.0000005690","canceled"
"2018-02-15 5:54:44","BCN/BTC","17313567815","sell","limit","5000","0","0.0000005691","canceled"
"2018-02-15 5:54:32","BCN/BTC","17313546397","sell","limit","5000","0","0.0000005698","canceled"
"2018-02-15 5:54:33","BCN/BTC","17313549501","sell","limit","5000","500","0.0000005675","filled"
"2018-02-15 1:41:21","BCN/BTC","17283015783","sell","limit","5000","0","0.0000005776","canceled"
"2018-02-15 5:54:21","BCN/BTC","17313522483","sell","limit","5000","200","0.0000005675","filled"
"2018-02-15 5:53:42","BCN/BTC","17313444448","sell","limit","5000","4300","0.0000005675","filled"
"2018-02-15 5:48:11","BCN/BTC","17312798615","sell","limit","5000","5000","0.0000005675","filled"
"2018-02-15 1:41:15","BCN/BTC","17283004394","sell","limit","5000","0","0.0000005777","canceled"
"2018-02-15 1:41:09","BCN/BTC","17282991479","sell","limit","5000","0","0.0000005778","canceled"
"2018-02-15 1:40:21","BCN/BTC","17282899098","sell","limit","5000","0","0.0000005779","canceled"
"2018-02-15 1:40:13","BCN/BTC","17282883133","sell","limit","5000","0","0.0000005778","canceled"
"2018-02-15 1:38:31","BCN/BTC","17282693309","sell","limit","5000","100","0.0000005779","canceled"
"2018-02-15 1:38:25","BCN/BTC","17282682543","sell","limit","5000","0","0.0000005780","canceled"
"2018-02-15 1:37:58","BCN/BTC","17282629244","sell","limit","5000","5000","0.0000005779","filled"
"2018-02-15 1:37:52","BCN/BTC","17282616725","sell","limit","5000","0","0.0000005780","canceled"
"2018-02-15 1:37:43","BCN/BTC","17282598878","sell","limit","5000","5000","0.0000005779","filled"
"2018-02-15 1:37:37","BCN/BTC","17282588056","sell","limit","5000","0","0.0000005780","canceled"
"2018-02-15 1:37:03","BCN/BTC","17282526071","sell","limit","5000","5000","0.0000005777","filled"
"2018-02-15 1:36:57","BCN/BTC","17282514611","sell","limit","5000","0","0.0000005778","canceled"
"2018-02-15 1:36:40","BCN/BTC","17282476437","sell","limit","5000","5000","0.0000005777","filled"
"2018-02-15 1:36:32","BCN/BTC","17282461367","sell","limit","5000","0","0.0000005776","canceled"
"2018-02-15 1:36:20","BCN/BTC","17282437539","sell","limit","5000","3200","0.0000005777","canceled"
"2018-02-15 1:36:07","BCN/BTC","17282408560","sell","limit","5000","0","0.0000005776","canceled"
"2018-02-15 1:35:58","BCN/BTC","17282392251","sell","limit","5000","3200","0.0000005777","canceled"
"2018-02-15 1:35:49","BCN/BTC","17282373575","sell","limit","5000","0","0.0000005778","canceled"
"2018-02-15 1:35:00","BCN/BTC","17282275797","sell","limit","5000","1800","0.0000005776","filled"
"2018-02-15 1:34:45","BCN/BTC","17282249193","sell","limit","5000","3200","0.0000005777","canceled"
"2018-02-15 1:34:35","BCN/BTC","17282229924","sell","limit","5000","0","0.0000005776","canceled"
"2018-02-15 1:34:17","BCN/BTC","17282192231","sell","limit","5000","3200","0.0000005777","canceled"
"2018-02-15 1:33:53","BCN/BTC","17282143226","sell","limit","5000","0","0.0000005778","canceled"
"2018-02-15 1:33:35","BCN/BTC","17282107151","sell","limit","5000","1800","0.0000005777","filled"
"2018-02-15 1:33:29","BCN/BTC","17282097697","sell","limit","5000","0","0.0000005778","canceled"
"2018-02-15 1:33:15","BCN/BTC","17282068778","sell","limit","5000","5000","0.0000005777","filled"
"2018-02-15 1:33:06","BCN/BTC","17282049128","sell","limit","5000","0","0.0000005778","canceled"
"2018-02-15 1:32:48","BCN/BTC","17282013904","sell","limit","5000","5000","0.0000005777","filled"
"2018-02-15 1:32:42","BCN/BTC","17282002528","sell","limit","5000","0","0.0000005778","canceled"
"2018-02-15 1:32:19","BCN/BTC","17281961225","sell","limit","5000","5000","0.0000005777","filled"
"2018-02-15 1:32:12","BCN/BTC","17281948370","sell","limit","5000","0","0.0000005776","canceled"
"2018-02-15 1:31:35","BCN/BTC","17281873267","sell","limit","5000","4900","0.0000005777","filled"
"2018-02-15 1:30:43","BCN/BTC","17281765473","sell","limit","5000","3600","0.0000005778","canceled"
"2018-02-15 1:30:34","BCN/BTC","17281746296","sell","limit","5000","0","0.0000005779","canceled"
"2018-02-15 1:29:49","BCN/BTC","17281660022","sell","limit","5000","5000","0.0000005778","filled"
"2018-02-15 1:29:25","BCN/BTC","17281616478","sell","limit","5000","5000","0.0000005778","filled"
"2018-02-15 1:29:15","BCN/BTC","17281596432","sell","limit","5000","0","0.0000005777","canceled"
"2018-02-15 1:29:03","BCN/BTC","17281572990","sell","limit","5000","100","0.0000005778","canceled"
"2018-02-15 1:28:55","BCN/BTC","17281559347","sell","limit","5000","0","0.0000005777","canceled"
"2018-02-15 1:28:34","BCN/BTC","17281519811","sell","limit","5000","1000","0.0000005778","canceled"
"2018-02-15 1:28:25","BCN/BTC","17281503307","sell","limit","5000","0","0.0000005779","canceled"
"2018-02-15 1:24:34","BCN/BTC","17281057279","sell","limit","5000","4900","0.0000005778","filled"
"2018-02-15 1:24:24","BCN/BTC","17281035234","sell","limit","5000","0","0.0000005777","canceled"
"2018-02-15 1:24:12","BCN/BTC","17281010841","sell","limit","5000","2500","0.0000005778","canceled"
"2018-02-15 1:24:01","BCN/BTC","17280988160","sell","limit","5000","0","0.0000005777","canceled"
"2018-02-15 1:23:01","BCN/BTC","17280859689","sell","limit","5000","1000","0.0000005778","canceled"
"2018-02-15 1:22:49","BCN/BTC","17280834410","sell","limit","5000","0","0.0000005777","canceled"
"2018-02-15 1:22:31","BCN/BTC","17280795487","sell","limit","5000","0","0.0000005776","canceled"
"2018-02-15 1:22:16","BCN/BTC","17280764508","sell","limit","5000","0","0.0000005778","canceled"
"2018-02-15 1:22:07","BCN/BTC","17280747445","sell","limit","5000","0","0.0000005777","canceled"
"2018-02-15 1:20:31","BCN/BTC","17280545475","sell","limit","5000","900","0.0000005778","canceled"
"2018-02-15 1:20:22","BCN/BTC","17280527064","sell","limit","5000","0","0.0000005777","canceled"
"2018-02-15 1:20:13","BCN/BTC","17280510869","sell","limit","5000","0","0.0000005776","canceled"
"2018-02-15 1:19:55","BCN/BTC","17280477392","sell","limit","5000","5000","0.0000005777","filled"
"2018-02-15 1:19:49","BCN/BTC","17280464690","sell","limit","1000","0","0.0000005777","canceled"
"2018-02-15 1:10:42","BCN/BTC","17279399235","sell","limit","5000","3100","0.0000005776","filled"
"2018-02-15 1:09:51","BCN/BTC","17279299388","sell","limit","5000","0","0.0000005778","canceled"
"2018-02-15 1:09:45","BCN/BTC","17279286985","sell","limit","5000","0","0.0000005779","canceled"
"2018-02-15 1:09:28","BCN/BTC","17279258649","sell","limit","5000","5000","0.0000005778","filled"
"2018-02-15 1:09:22","BCN/BTC","17279247354","sell","limit","5000","0","0.0000005779","canceled"
"2018-02-15 1:05:34","BCN/BTC","17278802486","sell","limit","5000","5000","0.0000005776","filled"
"2018-02-15 1:05:28","BCN/BTC","17278789026","sell","limit","5000","0","0.0000005778","canceled"
"2018-02-15 1:04:44","BCN/BTC","17278695615","sell","limit","5000","5000","0.0000005778","filled"
"2018-02-15 1:04:38","BCN/BTC","17278685079","sell","limit","5000","0","0.0000005779","canceled"
"2018-02-14 23:54:09","BCN/BTC","17270820029","sell","limit","5000","3000","0.0000005776","filled"
"2018-02-14 23:54:03","BCN/BTC","17270807237","sell","limit","5000","0","0.0000005777","canceled"
"2018-02-14 23:53:57","BCN/BTC","17270795449","sell","limit","5000","0","0.0000005778","canceled"
"2018-02-14 23:52:14","BCN/BTC","17270578537","sell","limit","5000","5000","0.0000005776","filled"
"2018-02-14 23:52:09","BCN/BTC","17270564416","sell","limit","5000","0","0.0000005777","canceled"
"2018-02-14 23:52:02","BCN/BTC","17270550492","sell","limit","5000","0","0.0000005779","canceled"
"2018-02-14 23:51:32","BCN/BTC","17270477538","sell","limit","5000","5000","0.0000005776","filled"
"2018-02-14 23:51:24","BCN/BTC","17270460560","sell","limit","5000","0","0.0000005777","canceled"
"2018-02-14 23:51:18","BCN/BTC","17270447704","sell","limit","5000","0","0.0000005778","canceled"
"2018-02-14 23:44:29","BCN/BTC","17269599878","sell","limit","5000","5000","0.0000005776","filled"
"2018-02-14 23:43:53","BCN/BTC","17269529186","sell","limit","5000","0","0.0000005777","canceled"
"2018-02-14 23:43:47","BCN/BTC","17269516563","sell","limit","5000","0","0.0000005778","canceled"
"2018-02-14 23:43:41","BCN/BTC","17269502495","sell","limit","5000","0","0.0000005779","canceled"
"2018-02-14 23:43:34","BCN/BTC","17269487452","sell","limit","5000","0","0.0000005780","canceled"
"2018-02-14 23:43:16","BCN/BTC","17269448526","sell","limit","5000","1500","0.0000005781","canceled"
"2018-02-14 23:43:04","BCN/BTC","17269422692","sell","limit","5000","0","0.0000005782","canceled"
"2018-02-14 23:42:56","BCN/BTC","17269409838","sell","limit","5000","0","0.0000005781","canceled"
"2018-02-14 23:42:38","BCN/BTC","17269367387","sell","limit","5000","3600","0.0000005782","canceled"
"2018-02-14 23:42:32","BCN/BTC","17269351931","sell","limit","5000","0","0.0000005783","canceled"
"2018-02-14 23:42:09","BCN/BTC","17269299699","sell","limit","5000","5000","0.0000005782","filled"
"2018-02-14 23:42:03","BCN/BTC","17269285675","sell","limit","5000","0","0.0000005783","canceled"
"2018-02-14 23:41:43","BCN/BTC","17269241680","sell","limit","5000","5000","0.0000005782","filled"
"2018-02-14 23:41:37","BCN/BTC","17269228603","sell","limit","5000","0","0.0000005789","canceled"
"2018-02-14 23:41:15","BCN/BTC","17269177492","sell","limit","5000","5000","0.0000005788","filled"
"2018-02-14 23:41:09","BCN/BTC","17269162857","sell","limit","5000","0","0.0000005789","canceled"
"2018-02-14 23:40:54","BCN/BTC","17269129565","sell","limit","5000","3300","0.0000005788","filled"
"2018-02-14 23:40:42","BCN/BTC","17269100221","sell","limit","5000","0","0.0000005789","canceled"
"2018-02-14 23:40:36","BCN/BTC","17269090774","sell","limit","5000","0","0.0000005788","canceled"
"2018-02-14 23:40:15","BCN/BTC","17269044593","sell","limit","5000","0","0.0000005793","canceled"
"2018-02-14 23:39:54","BCN/BTC","17268995069","sell","limit","5000","5000","0.0000005793","filled"
"2018-02-14 23:39:15","BCN/BTC","17268906060","sell","limit","5000","0","0.0000005809","canceled"
"2018-02-14 23:39:09","BCN/BTC","17268891755","sell","limit","5000","0","0.0000005814","canceled"
"2018-02-14 23:39:00","BCN/BTC","17268871216","sell","limit","5000","0","0.0000005813","canceled"
"2018-02-14 23:38:45","BCN/BTC","17268837305","sell","limit","5000","0","0.0000005812","canceled"
"2018-02-14 23:38:27","BCN/BTC","17268798739","sell","limit","5000","5000","0.0000005799","filled"
"2018-02-14 23:37:40","BCN/BTC","17268695354","sell","limit","5000","0","0.0000005805","canceled"
"2018-02-14 23:37:19","BCN/BTC","17268648873","sell","limit","5000","5000","0.0000005793","filled"
"2018-02-14 23:37:01","BCN/BTC","17268607312","sell","limit","5000","0","0.0000005816","canceled"
"2018-02-14 23:36:52","BCN/BTC","17268585459","sell","limit","1000","1000","0.0000005798","filled"
"2018-02-14 23:36:44","BCN/BTC","17268568027","sell","limit","5000","5000","0.0000005794","filled"
"2018-02-14 23:36:38","BCN/BTC","17268556957","sell","limit","5000","100","0.0000005793","canceled"
"2018-02-14 23:36:32","BCN/BTC","17268545497","sell","limit","5000","500","0.0000005792","canceled"
"2018-02-14 23:36:26","BCN/BTC","17268532297","sell","limit","5000","0","0.0000005800","canceled"
"2018-02-14 23:36:20","BCN/BTC","17268519582","sell","limit","5000","0","0.0000005799","canceled"
"2018-02-14 23:36:14","BCN/BTC","17268505643","sell","limit","1000","0","0.0000005802","canceled"
"2018-02-14 23:36:03","BCN/BTC","17268479785","sell","limit","5000","5000","0.0000005800","filled"
"2018-02-14 23:35:57","BCN/BTC","17268467975","sell","limit","5000","0","0.0000005799","canceled"
"2018-02-14 23:35:48","BCN/BTC","17268446534","sell","limit","5000","0","0.0000005800","canceled"
"2018-02-14 23:35:26","BCN/BTC","17268399516","sell","limit","5000","5000","0.0000005792","filled"
"2018-02-14 23:35:20","BCN/BTC","17268389035","sell","limit","5000","0","0.0000005799","canceled"
"2018-02-14 23:35:14","BCN/BTC","17268376663","sell","limit","5000","0","0.0000005800","canceled"
"2018-02-14 23:35:05","BCN/BTC","17268355640","sell","limit","5000","5000","0.0000005799","filled"
"2018-02-14 23:34:59","BCN/BTC","17268342073","sell","limit","5000","0","0.0000005800","canceled"
"2018-02-14 23:34:50","BCN/BTC","17268319907","sell","limit","1000","100","0.0000005795","filled"
"2018-02-14 23:34:27","BCN/BTC","17268267679","sell","limit","5000","5000","0.0000005793","filled"
"2018-02-14 23:34:21","BCN/BTC","17268254850","sell","limit","5000","0","0.0000005794","canceled"
"2018-02-14 23:33:55","BCN/BTC","17268200693","sell","limit","5000","5000","0.0000005787","filled"
"2018-02-14 23:33:14","BCN/BTC","17268107781","sell","limit","5000","0","0.0000005788","canceled"
"2018-02-14 23:33:05","BCN/BTC","17268088082","sell","limit","5000","0","0.0000005793","canceled"
"2018-02-14 23:32:50","BCN/BTC","17268059159","sell","limit","5000","0","0.0000005794","canceled"
"2018-02-14 23:32:44","BCN/BTC","17268044512","sell","limit","5000","0","0.0000005795","canceled"
"2018-02-14 23:31:57","BCN/BTC","17267929487","sell","limit","1000","1000","0.0000005787","filled"
"2018-02-14 23:31:46","BCN/BTC","17267902194","sell","limit","5000","5000","0.0000005786","filled"
"2018-02-14 23:31:40","BCN/BTC","17267888086","sell","limit","1000","0","0.0000005787","canceled"
"2018-02-14 23:31:29","BCN/BTC","17267860304","sell","limit","5000","5000","0.0000005786","filled"
"2018-02-14 23:31:23","BCN/BTC","17267845798","sell","limit","1000","0","0.0000005787","canceled"
"2018-02-14 23:31:09","BCN/BTC","17267812664","sell","limit","5000","5000","0.0000005786","filled"
"2018-02-14 23:31:00","BCN/BTC","17267789990","sell","limit","1000","0","0.0000005787","canceled"
"2018-02-14 23:30:43","BCN/BTC","17267752729","sell","limit","5000","5000","0.0000005786","filled"
"2018-02-14 23:30:31","BCN/BTC","17267724259","sell","limit","5000","0","0.0000005785","canceled"
"2018-02-14 23:30:25","BCN/BTC","17267710809","sell","limit","5000","0","0.0000005784","canceled"
"2018-02-14 23:30:16","BCN/BTC","17267692885","sell","limit","1000","0","0.0000005784","canceled"
"2018-02-14 23:30:07","BCN/BTC","17267674209","sell","limit","5000","5000","0.0000005783","filled"
"2018-02-14 23:29:09","BCN/BTC","17267553663","sell","limit","5000","5000","0.0000005783","filled"
"2018-02-14 23:28:29","BCN/BTC","17267460160","sell","limit","5000","0","0.0000005787","canceled"
"2018-02-14 23:28:23","BCN/BTC","17267446685","sell","limit","5000","0","0.0000005789","canceled"
"2018-02-14 23:28:08","BCN/BTC","17267414108","sell","limit","5000","0","0.0000005788","canceled"
"2018-02-14 23:27:57","BCN/BTC","17267391629","sell","limit","5000","0","0.0000005787","canceled"
"2018-02-14 23:27:48","BCN/BTC","17267371514","sell","limit","5000","0","0.0000005786","canceled"
"2018-02-14 23:27:42","BCN/BTC","17267357149","sell","limit","5000","0","0.0000005785","canceled"
"2018-02-14 23:27:36","BCN/BTC","17267343102","sell","limit","5000","0","0.0000005784","canceled"
"2018-02-14 23:27:30","BCN/BTC","17267327660","sell","limit","5000","0","0.0000005783","canceled"
"2018-02-14 23:27:21","BCN/BTC","17267305683","sell","limit","5000","0","0.0000005782","canceled"
"2018-02-14 23:26:30","BCN/BTC","17267187946","sell","limit","5000","0","0.0000005787","canceled"
"2018-02-14 23:26:24","BCN/BTC","17267172263","sell","limit","1000","0","0.0000005788","canceled"
"2018-02-14 23:25:13","BCN/BTC","17267014867","sell","limit","5000","5000","0.0000005782","filled"
"2018-02-14 23:24:43","BCN/BTC","17266945299","sell","limit","5000","0","0.0000005787","canceled"
"2018-02-14 23:24:19","BCN/BTC","17266892707","sell","limit","5000","0","0.0000005798","canceled"
"2018-02-14 23:24:13","BCN/BTC","17266881217","sell","limit","1000","0","0.0000005799","canceled"
"2018-02-14 23:23:11","BCN/BTC","17266736824","sell","limit","5000","5000","0.0000005788","filled"
"2018-02-14 23:22:54","BCN/BTC","17266701383","sell","limit","5000","5000","0.0000005787","filled"
"2018-02-14 23:22:45","BCN/BTC","17266678447","sell","limit","5000","0","0.0000005797","canceled"
"2018-02-14 23:22:33","BCN/BTC","17266649809","sell","limit","5000","0","0.0000005798","canceled"
"2018-02-14 23:22:19","BCN/BTC","17266615059","sell","limit","5000","5000","0.0000005796","filled"
"2018-02-14 23:22:07","BCN/BTC","17266583228","sell","limit","5000","0","0.0000005797","canceled"
"2018-02-14 23:21:55","BCN/BTC","17266554224","sell","limit","5000","0","0.0000005800","canceled"
"2018-02-14 23:21:07","BCN/BTC","17266448065","sell","limit","5000","5000","0.0000005781","filled"
"2018-02-14 23:20:58","BCN/BTC","17266429652","sell","limit","5000","0","0.0000005783","canceled"
"2018-02-14 22:52:39","BCN/BTC","17262826356","sell","limit","5000","3300","0.0000005675","filled"
"2018-02-14 22:25:42","BCN/BTC","17259499133","sell","limit","5000","2300","0.0000005675","filled"
"2018-02-14 15:15:40","BCN/BTC","17211588551","buy","limit","100","0","0.0000000001","canceled"
"2018-02-14 15:15:30","BCN/BTC","17211571341","buy","limit","10100","0","0.0000000001","canceled"
"2018-02-14 15:10:23","BCN/BTC","17211029548","buy","limit","100","0","0.0000000001","canceled"
"2018-02-14 15:10:13","BCN/BTC","17211012340","buy","limit","10100","0","0.0000000001","canceled"
"2018-02-14 15:03:24","BCN/BTC","17210292966","buy","limit","1000","0","0.0000005491","canceled"
"2018-02-14 15:02:45","BCN/BTC","17210222603","buy","limit","5000","0","0.0000005491","canceled"
"2018-02-14 15:02:39","BCN/BTC","17210213701","buy","limit","1000","0","0.0000005490","canceled"
"2018-02-14 14:24:43","BCN/BTC","17206285111","buy","limit","1000","0","0.0000005487","canceled"
"2018-02-14 14:07:28","BCN/BTC","17204626270","buy","limit","1000","0","0.0000005482","canceled"
"2018-02-14 14:07:41","BCN/BTC","17204650237","buy","limit","1000","1000","0.0000005795","filled"
"2018-02-14 14:07:16","BCN/BTC","17204605022","buy","limit","1000","0","0.0000005481","canceled"
"2018-02-14 14:07:09","BCN/BTC","17204592956","buy","limit","1000","0","0.0000005480","canceled"
"2018-02-14 14:07:03","BCN/BTC","17204582102","buy","limit","1000","1000","0.0000005795","filled"
"2018-02-14 14:06:51","BCN/BTC","17204560557","buy","limit","1000","1000","0.0000005484","filled"
"2018-02-14 14:05:29","BCN/BTC","17204419402","buy","limit","1000","1000","0.0000005485","filled"
"2018-02-14 14:05:18","BCN/BTC","17204401137","buy","limit","1000","0","0.0000005484","canceled"
"2018-02-14 14:05:12","BCN/BTC","17204391534","buy","limit","1000","0","0.0000005481","canceled"
"2018-02-14 14:05:06","BCN/BTC","17204381881","buy","limit","1000","0","0.0000005480","canceled"
"2018-02-14 14:04:57","BCN/BTC","17204368156","buy","limit","1000","1000","0.0000005482","filled"
"2018-02-14 14:04:40","BCN/BTC","17204340627","buy","limit","1000","1000","0.0000005483","filled"
"2018-02-14 14:04:28","BCN/BTC","17204320396","buy","limit","1000","0","0.0000005484","canceled"
"2018-02-14 14:04:22","BCN/BTC","17204310320","buy","limit","1000","0","0.0000005485","canceled"
"2018-02-14 14:04:16","BCN/BTC","17204300514","buy","limit","1000","0","0.0000005484","canceled"
"2018-02-14 14:04:10","BCN/BTC","17204290671","buy","limit","1000","0","0.0000005485","canceled"
"2018-02-14 14:04:01","BCN/BTC","17204277592","buy","limit","1000","0","0.0000005484","canceled"
"2018-02-14 14:03:55","BCN/BTC","17204267326","buy","limit","1000","0","0.0000005483","canceled"
"2018-02-14 14:03:49","BCN/BTC","17204256718","buy","limit","1000","0","0.0000005482","canceled"
"2018-02-14 14:03:25","BCN/BTC","17204217397","buy","limit","1000","0","0.0000005481","canceled"
"2018-02-14 14:03:19","BCN/BTC","17204208505","buy","limit","1000","0","0.0000005482","canceled"
"2018-02-14 14:03:13","BCN/BTC","17204198818","buy","limit","1000","0","0.0000005481","canceled"
"2018-02-14 14:02:55","BCN/BTC","17204168130","buy","limit","1000","0","0.0000005480","canceled"
"2018-02-14 14:02:49","BCN/BTC","17204156344","buy","limit","1000","0","0.0000005479","canceled"
"2018-02-14 14:02:43","BCN/BTC","17204145596","buy","limit","1000","0","0.0000005478","canceled"
"2018-02-14 14:02:35","BCN/BTC","17204131667","buy","limit","1000","1000","0.0000005479","filled"
"2018-02-14 14:02:29","BCN/BTC","17204121112","buy","limit","1000","0","0.0000005480","canceled"
"2018-02-14 14:02:23","BCN/BTC","17204112780","buy","limit","1000","0","0.0000005481","canceled"
"2018-02-14 14:02:17","BCN/BTC","17204102485","buy","limit","1000","0","0.0000005482","canceled"
"2018-02-14 14:02:11","BCN/BTC","17204092042","buy","limit","1000","1000","0.0000005481","filled"
"2018-02-14 14:02:05","BCN/BTC","17204081343","buy","limit","1000","0","0.0000005482","canceled"
"2018-02-14 14:01:59","BCN/BTC","17204072131","buy","limit","1000","0","0.0000005483","canceled"
"2018-02-14 14:01:53","BCN/BTC","17204062110","buy","limit","1000","0","0.0000005484","canceled"
"2018-02-14 14:01:47","BCN/BTC","17204051831","buy","limit","1000","0","0.0000005483","canceled"
"2018-02-14 14:01:41","BCN/BTC","17204041817","buy","limit","1000","0","0.0000005484","canceled"
"2018-02-14 14:01:35","BCN/BTC","17204031583","buy","limit","1000","0","0.0000005483","canceled"
"2018-02-14 14:01:29","BCN/BTC","17204020430","buy","limit","1000","0","0.0000005482","canceled"
"2018-02-14 14:01:20","BCN/BTC","17204006838","buy","limit","1000","0","0.0000005483","canceled"
"2018-02-14 14:01:14","BCN/BTC","17203998052","buy","limit","1000","0","0.0000005484","canceled"
"2018-02-14 14:01:08","BCN/BTC","17203987176","buy","limit","1000","1000","0.0000005483","filled"
"2018-02-14 14:01:02","BCN/BTC","17203977377","buy","limit","1000","0","0.0000005484","canceled"
"2018-02-14 14:00:53","BCN/BTC","17203963149","buy","limit","1000","0","0.0000005483","canceled"
"2018-02-14 14:00:47","BCN/BTC","17203953162","buy","limit","1000","0","0.0000005484","canceled"
"2018-02-14 14:00:41","BCN/BTC","17203944071","buy","limit","1000","0","0.0000005483","canceled"
"2018-02-14 14:00:35","BCN/BTC","17203935726","buy","limit","1000","0","0.0000005484","canceled"
"2018-02-14 14:00:29","BCN/BTC","17203926773","buy","limit","1000","0","0.0000005483","canceled"
"2018-02-14 14:00:20","BCN/BTC","17203909919","buy","limit","1000","0","0.0000005482","canceled"
"2018-02-14 14:00:09","BCN/BTC","17203892374","buy","limit","1000","0","0.0000005481","canceled"
"2018-02-14 13:58:50","BCN/BTC","17203767744","buy","limit","1000","0","0.0000005478","canceled"
"2018-02-14 13:58:36","BCN/BTC","17203747848","buy","limit","1000","1000","0.0000005485","filled"
"2018-02-14 13:58:30","BCN/BTC","17203738582","buy","limit","1000","0","0.0000005486","canceled"
"2018-02-14 13:58:24","BCN/BTC","17203729803","buy","limit","1000","0","0.0000005485","canceled"
"2018-02-14 13:58:12","BCN/BTC","17203711167","buy","limit","1000","0","0.0000005484","canceled"
"2018-02-14 13:58:06","BCN/BTC","17203701406","buy","limit","1000","0","0.0000005485","canceled"
"2018-02-14 13:58:00","BCN/BTC","17203691893","buy","limit","1000","0","0.0000005484","canceled"
"2018-02-14 10:57:02","BCN/BTC","17186053302","buy","limit","1500","1500","0.0000005427","filled"
"2018-02-14 10:56:56","BCN/BTC","17186044484","buy","limit","1500","0","0.0000005426","canceled"
"2018-02-14 10:56:50","BCN/BTC","17186035052","buy","limit","1500","0","0.0000005416","canceled"
"2018-02-14 10:56:44","BCN/BTC","17186024471","buy","limit","1500","0","0.0000005415","canceled"
"2018-02-14 10:56:38","BCN/BTC","17186017126","buy","limit","1500","0","0.0000005414","canceled"
"2018-02-14 10:56:31","BCN/BTC","17186003739","buy","limit","1500","0","0.0000005415","canceled"
"2018-02-14 10:56:18","BCN/BTC","17185983308","buy","limit","1500","0","0.0000005416","canceled"
"2018-02-14 10:56:12","BCN/BTC","17185971427","buy","limit","1500","0","0.0000005415","canceled"
"2018-02-14 10:56:06","BCN/BTC","17185961397","buy","limit","1500","0","0.0000005414","canceled"
"2018-02-14 10:56:00","BCN/BTC","17185951872","buy","limit","1500","0","0.0000005415","canceled"
"2018-02-14 10:55:54","BCN/BTC","17185941882","buy","limit","1500","0","0.0000005414","canceled"
"2018-02-14 10:55:48","BCN/BTC","17185931464","buy","limit","1500","0","0.0000005415","canceled"
"2018-02-14 10:55:42","BCN/BTC","17185922134","buy","limit","1500","0","0.0000005414","canceled"
"2018-02-14 10:55:36","BCN/BTC","17185912971","buy","limit","1500","0","0.0000005413","canceled"
"2018-02-14 10:55:30","BCN/BTC","17185904344","buy","limit","1500","0","0.0000005412","canceled"
"2018-02-14 10:55:24","BCN/BTC","17185895065","buy","limit","1500","0","0.0000005411","canceled"
"2018-02-14 10:55:18","BCN/BTC","17185886652","buy","limit","1500","0","0.0000005410","canceled"
"2018-02-14 10:55:10","BCN/BTC","17185875567","buy","limit","1500","0","0.0000005409","canceled"
"2018-02-14 10:54:49","BCN/BTC","17185843238","buy","limit","1500","0","0.0000005410","canceled"
"2018-02-14 10:54:41","BCN/BTC","17185829846","buy","limit","1500","0","0.0000005409","canceled"
"2018-02-14 10:54:25","BCN/BTC","17185806227","buy","limit","1500","0","0.0000005412","canceled"
