"Date (+01)","Instrument","Order ID","Side","Type","Total","Executed","Price","Status"
"2018-02-06 6:42:48","BCN/BTC","16054429122","sell","limit","3000","2000","0.0000005049","filled"
"2018-02-06 6:40:19","BCN/BTC","16054199269","sell","limit","3000","3000","0.0000005021","filled"
"2018-02-06 6:34:51","BCN/BTC","16053679113","sell","limit","3000","3000","0.0000005021","filled"
"2018-02-06 6:28:25","BCN/BTC","16053158113","sell","limit","3000","100","0.0000004800","filled"
"2018-02-06 6:28:18","BCN/BTC","16053148312","sell","limit","3000","3000","0.0000004800","filled"
"2018-02-06 6:25:11","BCN/BTC","16052890342","sell","limit","3000","2400","0.0000004800","filled"
"2018-02-06 6:21:45","BCN/BTC","16052607646","sell","limit","3000","300","0.0000004800","filled"
"2018-02-06 6:21:33","BCN/BTC","16052583870","sell","limit","3000","300","0.0000004800","filled"
"2018-02-06 6:19:47","BCN/BTC","16052426307","sell","limit","3000","300","0.0000004800","filled"
"2018-02-06 6:18:44","BCN/BTC","16052327936","sell","limit","3000","3000","0.0000004800","filled"
"2018-02-06 6:17:48","BCN/BTC","16052235655","sell","limit","1000","1000","0.0000005025","filled"
"2018-02-06 6:17:27","BCN/BTC","16052198246","sell","limit","3000","3000","0.0000005026","filled"
"2018-02-06 6:16:08","BCN/BTC","16052057429","sell","limit","1000","1000","0.0000005026","filled"
"2018-02-06 6:15:49","BCN/BTC","16052027291","sell","limit","3000","1000","0.0000005018","filled"
"2018-02-06 6:15:38","BCN/BTC","16052007441","sell","limit","3000","1700","0.0000005019","filled"
"2018-02-06 6:14:36","BCN/BTC","16051896743","sell","limit","1000","1000","0.0000005012","filled"
"2018-02-06 6:14:28","BCN/BTC","16051884515","sell","limit","3000","3000","0.0000005008","filled"
"2018-02-06 6:14:07","BCN/BTC","16051841205","sell","limit","3000","1100","0.0000005008","filled"
"2018-02-06 6:14:08","BCN/BTC","16051844602","sell","limit","3000","300","0.0000004800","filled"
"2018-02-06 6:13:56","BCN/BTC","16051822339","sell","limit","3000","3000","0.0000004800","filled"
"2018-02-06 6:08:11","BCN/BTC","16051340203","sell","limit","1000","1000","0.0000005049","filled"
"2018-02-06 6:07:26","BCN/BTC","16051282517","sell","limit","3000","3000","0.0000005049","filled"
"2018-02-06 6:06:24","BCN/BTC","16051209558","sell","limit","3000","3000","0.0000005047","filled"
"2018-02-06 6:01:43","BCN/BTC","16050858492","sell","limit","3000","3000","0.0000005021","filled"
"2018-02-06 5:59:20","BCN/BTC","16050689976","sell","limit","3000","3000","0.0000005021","filled"
"2018-02-06 5:57:32","BCN/BTC","16050558114","sell","limit","3000","300","0.0000004900","filled"
"2018-02-06 5:55:26","BCN/BTC","16050414601","sell","limit","3000","3000","0.0000005031","filled"
"2018-02-06 5:53:07","BCN/BTC","16050243558","sell","limit","3000","1000","0.0000004900","filled"
"2018-02-06 5:52:51","BCN/BTC","16050228172","sell","limit","3000","200","0.0000004900","filled"
"2018-02-06 5:51:31","BCN/BTC","16050121530","sell","limit","3000","2700","0.0000004900","filled"
"2018-02-06 5:51:00","BCN/BTC","16050080701","sell","limit","3000","2400","0.0000004900","filled"
"2018-02-06 5:50:33","BCN/BTC","16050048216","sell","limit","1900","600","0.0000004900","filled"
"2018-02-06 5:10:51","BCN/BTC","16047009620","sell","limit","3000","3000","0.0000005021","filled"
"2018-02-06 5:03:17","BCN/BTC","16046403927","sell","limit","3000","3000","0.0000005021","filled"
"2018-02-06 4:50:12","BCN/BTC","16045396291","sell","limit","3000","2100","0.0000005044","filled"
"2018-02-06 4:48:13","BCN/BTC","16045255594","sell","limit","3000","3000","0.0000005044","filled"
"2018-02-06 4:34:26","BCN/BTC","16044129800","sell","limit","3000","1100","0.0000005044","filled"
"2018-02-06 4:30:19","BCN/BTC","16043838062","sell","limit","3000","1400","0.0000005044","filled"
"2018-02-06 4:27:59","BCN/BTC","16043667984","sell","limit","3000","2400","0.0000005044","filled"
"2018-02-06 4:23:07","BCN/BTC","16043280084","sell","limit","3000","3000","0.0000005051","filled"
"2018-02-06 4:19:22","BCN/BTC","16042986163","sell","limit","3000","3000","0.0000005049","filled"
"2018-02-06 4:10:23","BCN/BTC","16042322974","sell","limit","1000","1000","0.0000005054","filled"
"2018-02-06 3:56:38","BCN/BTC","16041261367","sell","limit","3000","3000","0.0000005044","filled"
"2018-02-06 3:56:26","BCN/BTC","16041245646","sell","limit","3000","3000","0.0000005042","filled"
"2018-02-06 3:47:04","BCN/BTC","16040482942","sell","limit","1000","900","0.0000005039","filled"
"2018-02-06 3:46:55","BCN/BTC","16040468961","sell","limit","1000","1000","0.0000005048","filled"
"2018-02-06 3:46:43","BCN/BTC","16040449465","sell","limit","3000","3000","0.0000005041","filled"
"2018-02-06 3:46:28","BCN/BTC","16040427262","sell","limit","3000","3000","0.0000005040","filled"
"2018-02-06 3:46:08","BCN/BTC","16040399867","sell","limit","3000","3000","0.0000005031","filled"
"2018-02-06 3:37:44","BCN/BTC","16039707027","sell","limit","1000","1000","0.0000005028","filled"
"2018-02-06 3:37:04","BCN/BTC","16039655606","sell","limit","3000","3000","0.0000005021","filled"
"2018-02-06 3:34:07","BCN/BTC","16039407509","sell","limit","3000","1400","0.0000005021","filled"
"2018-02-06 3:12:47","BCN/BTC","16037774265","sell","limit","3000","3000","0.0000005022","filled"
"2018-02-06 3:12:24","BCN/BTC","16037744385","sell","limit","3000","3000","0.0000005021","filled"
"2018-02-06 3:08:58","BCN/BTC","16037462470","sell","limit","3000","3000","0.0000005021","filled"
"2018-02-06 2:53:40","BCN/BTC","16036206632","sell","limit","3000","3000","0.0000005022","filled"
"2018-02-06 2:53:07","BCN/BTC","16036160770","sell","limit","2800","2200","0.0000005021","filled"
"2018-02-06 2:52:57","BCN/BTC","16036150412","sell","limit","2200","2200","0.0000005021","filled"
"2018-02-06 2:52:12","BCN/BTC","16036092074","sell","limit","3000","1500","0.0000004900","filled"
"2018-02-06 2:51:12","BCN/BTC","16036019623","sell","limit","3000","1300","0.0000005021","filled"
"2018-02-06 2:50:41","BCN/BTC","16035983469","sell","limit","3000","3000","0.0000005021","filled"
"2018-02-06 2:26:37","BCN/BTC","16033990520","sell","limit","3000","3000","0.0000005021","filled"
"2018-02-06 2:20:19","BCN/BTC","16033461999","sell","limit","3000","3000","0.0000005021","filled"
"2018-02-06 2:18:47","BCN/BTC","16033341807","sell","limit","3000","2300","0.0000005024","filled"
"2018-02-06 2:12:17","BCN/BTC","16032834924","sell","limit","3000","3000","0.0000005045","filled"
"2018-02-06 2:11:35","BCN/BTC","16032777241","sell","limit","1700","100","0.0000004900","filled"
"2018-02-06 2:11:26","BCN/BTC","16032764369","sell","limit","1700","200","0.0000004900","filled"
